source,listing_uid,source_listing_id,title,price_eur,postcode,city,address,availability,latitude,longitude,first_seen_at,last_seen_at,latest_status,extra_summary,url
la_carte_des_colocs,la_carte_des_colocs::1158546,1158546,Appartement 4 pièces de 96 m²,490,69002,Lyon,Rue Casimir Périer,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/10wrrg
la_carte_des_colocs,la_carte_des_colocs::1246232,1246232,Appartement 5 pièces de 67 m²,490,69008,Lyon,Rue des Roses,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/bztgdr
la_carte_des_colocs,la_carte_des_colocs::1178945,1178945,Appartement 5 pièces de 67 m²,490,69008,Lyon,Rue des Roses,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/mxar7t
la_carte_des_colocs,la_carte_des_colocs::1233252,1233252,Appartement 5 pièces de 67 m²,490,69500,Bron,Avenue Pierre Brossolette,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 1,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/bron/a/ej7joq
la_carte_des_colocs,la_carte_des_colocs::1243948,1243948,Appartement 5 pièces de 69 m²,490,69500,Bron,Rue du Parc,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/bron/a/w8kxq0
la_carte_des_colocs,la_carte_des_colocs::1247278,1247278,Appartement 5 pièces de 74 m²,490,69003,Lyon,Rue Roposte,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/fwmn18
la_carte_des_colocs,la_carte_des_colocs::1243524,1243524,Appartement 5 pièces de 77 m²,490,69500,Bron,Rue du 11 Novembre 1918,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/bron/a/45pvb8
la_carte_des_colocs,la_carte_des_colocs::1232142,1232142,Appartement 5 pièces de 77 m²,490,69100,Villeurbanne,Rue Julien Peyhorgue,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/9msgj9
la_carte_des_colocs,la_carte_des_colocs::1228676,1228676,Appartement 5 pièces de 79 m²,490,69200,Vénissieux,Rue Ernest Renan,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/venissieux/a/gyitee
la_carte_des_colocs,la_carte_des_colocs::1230839,1230839,Appartement 5 pièces de 80 m²,490,69005,Lyon,Avenue de Ménival,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/09na1r
la_carte_des_colocs,la_carte_des_colocs::1251332,1251332,Appartement 5 pièces de 81 m²,490,69130,Écully,Avenue Raymond de Veyssière,Disponible le 12/06/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/ecully/a/gd3ujk
la_carte_des_colocs,la_carte_des_colocs::1054600,1054600,Appartement 5 pièces de 82 m²,490,69005,Lyon,Rue Docteur Albéric Pont,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,coliving | Appartement | 3,https://www.lacartedescolocs.fr/colivings/fr/auvergne-rhone-alpes/lyon/a/0pw4rh
la_carte_des_colocs,la_carte_des_colocs::1200390,1200390,Appartement 5 pièces de 82 m²,490,69008,Lyon,Rue Philippe Fabia,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/9hpxu8
la_carte_des_colocs,la_carte_des_colocs::1248861,1248861,Appartement 5 pièces de 83 m²,490,69120,Vaulx-en-Velin,Rue Anatole France,Disponible le 27/06/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 4,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/vaulx-en-velin/a/a8yenu
la_carte_des_colocs,la_carte_des_colocs::1251445,1251445,Appartement 5 pièces de 85 m²,490,69008,Lyon,Rue Philippe Fabia,Disponible,,,2026-05-19T10:21:05.768089+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/vdsold
la_carte_des_colocs,la_carte_des_colocs::1242926,1242926,Appartement 5 pièces de 88 m²,490,69100,Villeurbanne,Cours Émile Zola,Disponible le 27/05/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/eot7wo
la_carte_des_colocs,la_carte_des_colocs::1145029,1145029,Appartement 5 pièces de 90 m²,490,69500,Bron,Avenue Franklin Roosevelt,Disponible le 31/05/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 0,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/bron/a/1zrpwd
la_carte_des_colocs,la_carte_des_colocs::1252284,1252284,Appartement 5 pièces de 97 m²,490,69008,Lyon,Rue Pierre Delore,Disponible,,,2026-05-23T08:44:17.369515+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/ze3n2b
la_carte_des_colocs,la_carte_des_colocs::1252696,1252696,Appartement 5 pièces de 97 m²,490,69008,Lyon,Rue Pierre Delore,Disponible,,,2026-05-24T08:55:24.831597+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/vcfd8j
la_carte_des_colocs,la_carte_des_colocs::1225114,1225114,Appartement 6 pièces de 101 m²,490,69100,Villeurbanne,Bis Avenue Roger Salengro,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/z4vzb7
la_carte_des_colocs,la_carte_des_colocs::1243945,1243945,Appartement 6 pièces de 101 m²,490,69500,Bron,Rue du Parc,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 4,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/bron/a/h7rq2d
la_carte_des_colocs,la_carte_des_colocs::1242220,1242220,Appartement 6 pièces de 105 m²,490,69009,Lyon,Rue Professeur Patel,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/l7d9lx
la_carte_des_colocs,la_carte_des_colocs::1151911,1151911,Appartement 6 pièces de 115 m²,490,,Lyon,Lyon,Disponible le 01/06/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/la7xpw
la_carte_des_colocs,la_carte_des_colocs::1245589,1245589,Appartement 6 pièces de 142 m²,490,69003,Lyon,Cours Lafayette,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/a3cjj3
la_carte_des_colocs,la_carte_des_colocs::1199145,1199145,Appartement 6 pièces de 95 m²,490,69500,Bron,Rue du Parc,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 4,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/bron/a/nywkvg
la_carte_des_colocs,la_carte_des_colocs::1243941,1243941,Appartement 7 pièces de 100 m²,490,69500,Bron,Rue du Parc,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 4,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/bron/a/9xeiw8
la_carte_des_colocs,la_carte_des_colocs::1206423,1206423,Appartement 7 pièces de 105 m²,490,69006,Lyon,Rue de Sèze,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 5,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/3noacv
la_carte_des_colocs,la_carte_des_colocs::1240190,1240190,Appartement 7 pièces de 107 m²,490,69200,Vénissieux,Rue Ludovic Bonin,Disponible le 01/06/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,sublet | Appartement | 5,https://www.lacartedescolocs.fr/sous-locations/fr/auvergne-rhone-alpes/venissieux/a/ce3uur
la_carte_des_colocs,la_carte_des_colocs::1244029,1244029,Appartement 7 pièces de 110 m²,490,69100,Villeurbanne,Cours Emile Zola,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 5,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/gcdvyg
la_carte_des_colocs,la_carte_des_colocs::1223596,1223596,Appartement 8 pièces de 112 m²,490,69100,Villeurbanne,Rue du 1er Mars 1943,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,sublet | Appartement | 3,https://www.lacartedescolocs.fr/sous-locations/fr/auvergne-rhone-alpes/villeurbanne/a/szrs6c
la_carte_des_colocs,la_carte_des_colocs::1249314,1249314,Maison 6 pièces de 100 m²,490,69500,Bron,Rue Docteur Charles Faguin,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Maison | 5,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/bron/a/uulu5k
studapart,studapart::90c09f44-bc87-4199-aefc-3cea2c90e9fd,90c09f44-bc87-4199-aefc-3cea2c90e9fd,"Colocation - T5 Meublé Lyon, 75.0m2, 4 chambres",490,69008,Lyon,79 rue Philippe Fabia 69008 Lyon FR,2026-05-21,45.7254769,4.8719893,2026-05-16T23:05:26.099422+00:00,2026-05-22T09:54:00.187000+00:00,missing_but_live,rental | apartment | 4 | rented by room,https://www.studapart.com/fr/logement-Lyon/Logement-en-colocation-pour-4-personnes-de-75m2/property/90c09f44-bc87-4199-aefc-3cea2c90e9fd
studapart,studapart::26de26f8-104d-4afc-9b66-2f058d5f10d0,26de26f8-104d-4afc-9b66-2f058d5f10d0,"Colocation - T5 Meublé Lyon, 75.0m2, 4 chambres",490,69008,Lyon,79 rue Philippe Fabia 69008 Lyon FR,2026-05-24,45.7254769,4.8719893,2026-05-23T08:44:17.369515+00:00,2026-05-25T11:02:00.047473+00:00,updated,rental | apartment | 4 | rented by room,https://www.studapart.com/fr/logement-Lyon/Logement-en-colocation-pour-4-personnes-de-75m2/property/26de26f8-104d-4afc-9b66-2f058d5f10d0
studapart,studapart::766f36f9-b9eb-44c3-8d5a-df3e9b275850,766f36f9-b9eb-44c3-8d5a-df3e9b275850,"Colocation - T5 Meublé Lyon, 80.0m2, 5 chambres",490,69005,Lyon,10 Avenue De Ménival 69005 Lyon FR,2026-05-24,45.7568489,4.7860416,2026-05-16T23:05:26.099422+00:00,2026-05-25T11:02:00.047473+00:00,updated,rental | apartment | 5 | rented by room,https://www.studapart.com/fr/logement-Lyon/Logement-en-colocation-pour-5-personnes-de-80m2/property/766f36f9-b9eb-44c3-8d5a-df3e9b275850
studapart,studapart::1cbff9bc-05ee-4c4b-b93c-d91f40d782ef,1cbff9bc-05ee-4c4b-b93c-d91f40d782ef,Superbe colocation rue Philippe Fabia à Lyon,490,69008,Lyon,"77 Rue Philippe Fabia, 69008 Lyon, France",2026-05-18,45.7260269,4.8721555,2026-05-16T23:05:26.099422+00:00,2026-05-23T08:44:17.369515+00:00,missing_but_live,rental | apartment | 5 | rented by room,https://www.studapart.com/fr/logement-Lyon/Logement-en-colocation-pour-5-personnes-de-111m2/property/1cbff9bc-05ee-4c4b-b93c-d91f40d782ef
studapart,studapart::09c59978-ec4a-46a2-bc56-421faaf08053,09c59978-ec4a-46a2-bc56-421faaf08053,chambre en colocation 100% filles,490,69200,Vénissieux,"64 Av. Francis de Pressensé, 69200 Vénissieux, France",2026-05-02,45.7268079,4.8620119,2026-05-16T23:05:26.099422+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,rental | apartment | 4 | rented by room,https://www.studapart.com/fr/logement-Venissieux/Logement-en-colocation-pour-4-personnes-de-57m2/property/09c59978-ec4a-46a2-bc56-421faaf08053
la_carte_des_colocs,la_carte_des_colocs::1142013,1142013,Appartement 4 pièces de 88 m²,491,69140,Rillieux-la-Pape,Rue Jacques Prévert,Disponible le 01/06/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 1,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/rillieux-la-pape/a/lr68lb
immojeune,immojeune::https://www.immojeune.com/location-etudiant/lyon-04-69/appartement-particulier-chambre-de-13m-a-lyon-04_4006934.html,,"Appartement particulier, chambre, de 13m² à Lyon 04",492,69004,Lyon area,- 69004 Lyon 04,Disponible immédiatement,,,2026-05-20T10:08:59.886186+00:00,2026-05-20T10:08:59.886186+00:00,missing_but_live,Likely student-friendly | No current-housemate data shown | EFAP Lyon ( à 159 m ) | Ecole française des attachés de presse et des professionnels ( à 177 m ) | Lycée Professionnel Camille Claudel Lyon ( à 476 m ) | Bloo Workshops Lyon ( à 488 m ),https://www.immojeune.com/location-etudiant/lyon-04-69/appartement-particulier-chambre-de-13m-a-lyon-04_4006934.html
immojeune,immojeune::https://www.immojeune.com/location-etudiant/lyon-04-69/entre-particulier-a-lyon-04-chambre-de-13m-a-lyon-04_4006934.html,,"Entre particulier à Lyon 04, chambre, de 13m² à Lyon 04",492,69004,Lyon area,- 69004 Lyon 04,Disponible immédiatement,,,2026-05-25T11:02:00.047473+00:00,2026-05-25T11:02:00.047473+00:00,new,Likely student-friendly | No current-housemate data shown | EFAP Lyon ( à 159 m ) | Ecole française des attachés de presse et des professionnels ( à 177 m ) | Lycée Professionnel Camille Claudel Lyon ( à 476 m ) | Bloo Workshops Lyon ( à 488 m ),https://www.immojeune.com/location-etudiant/lyon-04-69/entre-particulier-a-lyon-04-chambre-de-13m-a-lyon-04_4006934.html
immojeune,immojeune::https://www.immojeune.com/location-etudiant/lyon-04-69/location-de-particulier-a-particulier-a-lyon-04-appartement-chambre-de-13m_4006934.html,,"Location de particulier à particulier à Lyon 04, appartement chambre de 13m²",492,69004,Lyon area,- 69004 Lyon 04,Disponible immédiatement,,,2026-05-22T09:54:00.187000+00:00,2026-05-22T09:54:00.187000+00:00,missing_but_live,Likely student-friendly | No current-housemate data shown | EFAP Lyon ( à 159 m ) | Ecole française des attachés de presse et des professionnels ( à 177 m ) | Lycée Professionnel Camille Claudel Lyon ( à 476 m ) | Bloo Workshops Lyon ( à 488 m ),https://www.immojeune.com/location-etudiant/lyon-04-69/location-de-particulier-a-particulier-a-lyon-04-appartement-chambre-de-13m_4006934.html
immojeune,immojeune::https://www.immojeune.com/location-etudiant/lyon-04-69/location-immobiliere-par-particulier-lyon-04-type-chambre-13m_4006934.html,,"Location immobilière par particulier, Lyon 04, type chambre, 13m²",492,69004,Lyon area,- 69004 Lyon 04,Disponible immédiatement,,,2026-05-17T08:39:12.664795+00:00,2026-05-17T08:39:12.664795+00:00,missing_but_live,Likely student-friendly | No current-housemate data shown | EFAP Lyon ( à 159 m ) | Ecole française des attachés de presse et des professionnels ( à 177 m ) | Lycée Professionnel Camille Claudel Lyon ( à 476 m ) | Bloo Workshops Lyon ( à 488 m ),https://www.immojeune.com/location-etudiant/lyon-04-69/location-immobiliere-par-particulier-lyon-04-type-chambre-13m_4006934.html
immojeune,immojeune::https://www.immojeune.com/location-etudiant/lyon-04-69/location-particulier-lyon-04-chambre-de-13m_4006934.html,,"Location particulier Lyon 04, chambre, de 13m²",492,69004,Lyon area,- 69004 Lyon 04,Disponible immédiatement,,,2026-05-24T08:55:24.831597+00:00,2026-05-24T08:55:24.831597+00:00,missing_but_live,Likely student-friendly | No current-housemate data shown | EFAP Lyon ( à 159 m ) | Ecole française des attachés de presse et des professionnels ( à 177 m ) | Lycée Professionnel Camille Claudel Lyon ( à 476 m ) | Bloo Workshops Lyon ( à 488 m ),https://www.immojeune.com/location-etudiant/lyon-04-69/location-particulier-lyon-04-chambre-de-13m_4006934.html
immojeune,immojeune::https://www.immojeune.com/location-etudiant/lyon-04-69/location-particulier-a-particulier-chambre-a-lyon-04-13m_4006934.html,,"Location particulier à particulier, chambre à Lyon 04, 13m²",492,69004,Lyon area,- 69004 Lyon 04,Disponible immédiatement,,,2026-05-23T08:44:17.369515+00:00,2026-05-23T08:44:17.369515+00:00,missing_but_live,Likely student-friendly | No current-housemate data shown | EFAP Lyon ( à 159 m ) | Ecole française des attachés de presse et des professionnels ( à 177 m ) | Lycée Professionnel Camille Claudel Lyon ( à 476 m ) | Bloo Workshops Lyon ( à 488 m ),https://www.immojeune.com/location-etudiant/lyon-04-69/location-particulier-a-particulier-chambre-a-lyon-04-13m_4006934.html
immojeune,immojeune::https://www.immojeune.com/location-etudiant/lyon-04-69/location-particulier-a-particulier-chambre-de-13m-a-lyon-04_4006934.html,,"Location particulier à particulier, chambre, de 13m² à Lyon 04",492,69004,Lyon area,- 69004 Lyon 04,Disponible immédiatement,,,2026-05-16T23:40:31.011895+00:00,2026-05-19T10:21:05.768089+00:00,missing_but_live,Likely student-friendly | No current-housemate data shown | EFAP Lyon ( à 159 m ) | Ecole française des attachés de presse et des professionnels ( à 177 m ) | Lycée Professionnel Camille Claudel Lyon ( à 476 m ) | Bloo Workshops Lyon ( à 488 m ),https://www.immojeune.com/location-etudiant/lyon-04-69/location-particulier-a-particulier-chambre-de-13m-a-lyon-04_4006934.html
immojeune,immojeune::https://www.immojeune.com/location-etudiant/lyon-04-69/particulier-location-lyon-04-chambre-de-13m_4006934.html,,"Particulier location Lyon 04, chambre, de 13m²",492,69004,Lyon area,- 69004 Lyon 04,Disponible immédiatement,,,2026-05-18T10:54:41.535234+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,Likely student-friendly | No current-housemate data shown | EFAP Lyon ( à 159 m ) | Ecole française des attachés de presse et des professionnels ( à 177 m ) | Lycée Professionnel Camille Claudel Lyon ( à 476 m ) | Bloo Workshops Lyon ( à 488 m ),https://www.immojeune.com/location-etudiant/lyon-04-69/particulier-location-lyon-04-chambre-de-13m_4006934.html
la_carte_des_colocs,la_carte_des_colocs::1250625,1250625,Appartement 3 pièces de 70 m²,492,69001,Lyon,Rue Bouteille,Disponible le 15/09/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 1,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/8s1hzz
la_carte_des_colocs,la_carte_des_colocs::1250348,1250348,Appartement 3 pièces de 70 m²,494,69100,Villeurbanne,Rue du Luxembourg,Disponible le 24/05/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 1,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/se8zou
la_carte_des_colocs,la_carte_des_colocs::1211055,1211055,Appartement 4 pièces de 68 m²,494,69200,Vénissieux,Avenue Jules Guesde,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/venissieux/a/iyumm6
la_carte_des_colocs,la_carte_des_colocs::1248925,1248925,Appartement 6 pièces de 106 m²,494,69100,Villeurbanne,Rue Florian,Disponible le 16/06/2026,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 3,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/a2lnp5
la_carte_des_colocs,la_carte_des_colocs::1199146,1199146,Appartement 6 pièces de 112 m²,494,69100,Villeurbanne,Rue de la Baïsse,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 4,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/9k7prz
la_carte_des_colocs,la_carte_des_colocs::1246467,1246467,Immeuble 2 pièces de 65 m²,494,69005,Lyon,Rue de Trion,Disponible le 01/08/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Immeuble | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/pkb95o
immojeune,immojeune::https://www.immojeune.com/colocation/lyon-02-69/chambre-dans-le-rue-seguin_4006364.html,,Chambre dans le rue Seguin,495,69002,Lyon area,69002 Lyon 02,Disponible à partir du 30/05/2026,45.745441,4.822279,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,unchanged,"Strong student fit | 3 student(s), no workers listed | Institut d'étiopathie de Lyon ( à 172 m ) | CEMEA Rhône Alpes ( à 183 m ) | UCLY Université Catholique de Lyon ( à 199 m ) | Phoenix Institut de Formation ( à 397 m )",https://www.immojeune.com/colocation/lyon-02-69/chambre-dans-le-rue-seguin_4006364.html
la_carte_des_colocs,la_carte_des_colocs::666855,666855,Appartement 3 pièces de 53 m²,495,69007,Lyon,Rue du Repos,Disponible le 05/07/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 0,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/ynxdz2
la_carte_des_colocs,la_carte_des_colocs::1230739,1230739,Appartement 3 pièces de 61 m²,495,69003,Lyon,Cours Albert Thomas,Disponible le 01/07/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/pmyvxz
la_carte_des_colocs,la_carte_des_colocs::555736,555736,Appartement 3 pièces de 66 m²,495,69001,Lyon,Place Croix-Paquet,Disponible le 01/06/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,sublet | Appartement | 1,https://www.lacartedescolocs.fr/sous-locations/fr/auvergne-rhone-alpes/lyon/a/l91zc8
la_carte_des_colocs,la_carte_des_colocs::1232162,1232162,Appartement 3 pièces de 70 m²,495,69003,Lyon,Place Bir-Hakeim,Disponible le 01/06/2026,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,rental | Appartement | 0,https://www.lacartedescolocs.fr/locations/fr/auvergne-rhone-alpes/lyon/a/6jt14x
la_carte_des_colocs,la_carte_des_colocs::1221891,1221891,Appartement 4 pièces de 110 m²,495,69008,Lyon,Rue Philippe Fabia,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/brwza6
la_carte_des_colocs,la_carte_des_colocs::904463,904463,Appartement 4 pièces de 53 m²,495,69100,Villeurbanne,Avenue Marcel Cerdan,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/74y91v
la_carte_des_colocs,la_carte_des_colocs::1199570,1199570,Appartement 4 pièces de 63 m²,495,69005,Lyon,Rue Docteur Albéric Pont,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 1,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/9cv7nb
la_carte_des_colocs,la_carte_des_colocs::1252258,1252258,Appartement 4 pièces de 64 m²,495,69005,Lyon,Rue Docteur Albéric Pont,Disponible le 28/05/2026,,,2026-05-23T08:44:17.369515+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/drmj9j
la_carte_des_colocs,la_carte_des_colocs::1219676,1219676,Appartement 4 pièces de 65 m²,495,69100,Villeurbanne,Rue Victor Basch,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/7docyl
la_carte_des_colocs,la_carte_des_colocs::1225512,1225512,Appartement 4 pièces de 66 m²,495,69005,Lyon,Avenue de Ménival,Disponible,,,2026-05-16T23:40:31.011895+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/as95ms
la_carte_des_colocs,la_carte_des_colocs::1222870,1222870,Appartement 4 pièces de 67 m²,495,69009,Lyon,Avenue Barthélémy Buyer,Disponible,,,2026-05-16T23:05:26.099422+00:00,2026-05-25T11:02:00.047473+00:00,updated,flatshare | Appartement | 2,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/lyon/a/nulnd3
la_carte_des_colocs,la_carte_des_colocs::1250536,1250536,Appartement 4 pièces de 67 m²,495,69100,Villeurbanne,Rue Michel Dupeuble,Disponible,,,2026-05-21T10:21:13.592245+00:00,2026-05-21T10:21:13.592245+00:00,missing_but_live,flatshare | Appartement | 1,https://www.lacartedescolocs.fr/colocations/fr/auvergne-rhone-alpes/villeurbanne/a/thqrho
